change_id,timestamp,interval_index,system,component,environment,change_type,object_type,object_name,old_dtype,new_dtype,columns_added,columns_dropped,tables_added,tables_dropped,impacted_rows_estimate,severity,requires_backfill,user_id,ticket_id
100356,2025-10-10T08:00:00,28,PostgreSQL,Shipping,prod,add_table,table,Shipping_table_5264,,,0,0,1,0,7892,low,TRUE,user_020,TKT-47276
100357,2025-10-10T08:00:00,28,PostgreSQL,Pricing,prod,add_column,column,Pricing_column_6555,,INTEGER,2,0,0,0,4608,low,FALSE,user_014,TKT-53019
100358,2025-10-10T08:00:00,28,PostgreSQL,Auth,dev,add_column,table,Auth_table_6598,,TEXT,4,0,0,0,5541,low,FALSE,user_006,TKT-47909
100359,2025-10-10T08:00:00,28,Qlik,Qlik_App_06,prod,modify_type,table,Qlik_App_06_table_5412,TEXT,BOOLEAN,0,0,0,0,4055,low,FALSE,user_024,TKT-36751
100360,2025-10-10T08:00:00,28,Qlik,Qlik_App_04,prod,modify_type,table,Qlik_App_04_table_6215,BOOLEAN,BIGINT,0,0,0,0,23581,medium,FALSE,user_041,TKT-84327
100361,2025-10-10T08:00:00,28,Qlik,Qlik_App_03,prod,add_column,column,Qlik_App_03_column_0790,,TEXT,1,0,0,0,8884,low,FALSE,user_024,TKT-45771
100362,2025-10-10T08:00:00,28,DataWarehouse,Mart,prod,add_column,column,Mart_column_3259,,BIGINT,2,0,0,0,12734,low,FALSE,user_032,TKT-32553
100363,2025-10-10T08:00:00,28,DataWarehouse,Mart,prod,add_column,table,Mart_table_5685,,VARCHAR,2,0,0,0,47310,medium,TRUE,user_043,TKT-29622
100364,2025-10-10T08:00:00,28,BigData,Hadoop_Cluster_B,prod,add_table,table,Hadoop_Cluster_B_table_6844,,,0,0,1,0,8262,medium,FALSE,user_010,TKT-52487
100365,2025-10-10T08:00:00,28,BigData,Hadoop_Cluster_A,prod,modify_type,column,Hadoop_Cluster_A_column_7805,BIGINT,INTEGER,0,0,0,0,18550,medium,TRUE,user_035,TKT-81492
100366,2025-10-10T08:00:00,28,BigData,Hadoop_Cluster_A,prod,drop_table,view,Hadoop_Cluster_A_view_4321,,,0,0,0,1,59458,low,FALSE,user_006,TKT-83508
100367,2025-10-10T08:00:00,28,Glue,Glue_Job_012,prod,add_column,table,Glue_Job_012_table_5642,,BIGINT,1,0,0,0,25928,low,FALSE,user_020,TKT-91238
100368,2025-10-10T08:00:00,28,Glue,Glue_Job_016,prod,drop_table,table,Glue_Job_016_table_3723,,,0,0,0,1,9363,low,FALSE,user_032,TKT-65612
100369,2025-10-10T08:00:00,28,Glue,Glue_Job_006,dev,add_table,table,Glue_Job_006_table_7298,,,0,0,1,0,2076,medium,TRUE,user_025,TKT-87186
100370,2025-10-10T16:00:00,29,Qlik,Qlik_App_01,prod,add_column,view,Qlik_App_01_view_7084,,DECIMAL,2,0,0,0,1799,low,FALSE,user_011,TKT-16772
100371,2025-10-10T16:00:00,29,DataWarehouse,Staging,dev,drop_column,table,Staging_table_9575,INTEGER,,0,2,0,0,124712,low,TRUE,user_011,TKT-48015
100372,2025-10-10T16:00:00,29,DataWarehouse,Mart,prod,add_column,table,Mart_table_7587,,INTEGER,0,0,0,0,23391,high,FALSE,user_034,TKT-14922
100373,2025-10-10T16:00:00,29,BigData,Spark_Cluster_C,prod,add_index,table,Spark_Cluster_C_table_7843,,,0,0,0,0,1021,medium,TRUE,user_018,TKT-45233
100374,2025-10-10T16:00:00,29,BigData,Spark_Cluster_C,prod,modify_type,column,Spark_Cluster_C_column_5774,VARCHAR,INTEGER,0,0,0,0,47952,low,FALSE,user_021,TKT-91867
100375,2025-10-10T16:00:00,29,Glue,Glue_Job_012,dev,add_index,table,Glue_Job_012_table_6980,,,0,0,0,0,22342,low,FALSE,user_009,TKT-59228
100376,2025-10-10T16:00:00,29,Glue,Glue_Job_013,prod,add_column,column,Glue_Job_013_column_7738,,INTEGER,2,0,0,0,5639,medium,FALSE,user_017,TKT-20391
100377,2025-10-10T16:00:00,29,OnPrem,OnPrem_Srv_05,prod,add_column,table,OnPrem_Srv_05_table_1313,,TIMESTAMP,3,0,0,0,1976,low,FALSE,user_007,TKT-97310
100378,2025-10-10T16:00:00,29,OnPrem,OnPrem_Srv_09,prod,add_column,table,OnPrem_Srv_09_table_7188,,INTEGER,4,0,0,0,8280,low,FALSE,user_016,TKT-15295
100379,2025-10-11T00:00:00,30,PostgreSQL,Auth,prod,modify_type,column,Auth_column_4367,VARCHAR,BOOLEAN,0,0,0,0,1528,low,TRUE,user_039,TKT-21161
100380,2025-10-11T00:00:00,30,PostgreSQL,Audit,prod,drop_column,column,Audit_column_0653,DECIMAL,,0,1,0,0,1364,medium,TRUE,user_004,TKT-63911
100381,2025-10-11T00:00:00,30,PostgreSQL,Auth,prod,modify_type,table,Auth_table_8460,DATE,INTEGER,0,0,0,0,2033,medium,TRUE,user_025,TKT-83058
100382,2025-10-11T00:00:00,30,Qlik,Qlik_App_02,dev,add_index,table,Qlik_App_02_table_1722,,,0,0,0,0,2994,medium,FALSE,user_015,TKT-11195
100383,2025-10-11T00:00:00,30,DataWarehouse,Mart,dev,drop_column,table,Mart_table_8516,DECIMAL,,0,3,0,0,12312,medium,FALSE,user_002,TKT-11403
100384,2025-10-11T00:00:00,30,BigData,Hadoop_Cluster_B,prod,drop_column,column,Hadoop_Cluster_B_column_4839,INTEGER,,0,1,0,0,4857,medium,TRUE,user_010,TKT-86853
100385,2025-10-11T00:00:00,30,Glue,Glue_Job_011,dev,drop_table,table,Glue_Job_011_table_1775,,,0,0,0,1,3582,low,FALSE,user_045,TKT-71756
100386,2025-10-11T08:00:00,31,PostgreSQL,Analytics,prod,add_index,table,Analytics_table_7437,,,0,0,0,0,1969,medium,TRUE,user_035,TKT-34544
100387,2025-10-11T08:00:00,31,PostgreSQL,Accounts,prod,add_column,column,Accounts_column_0482,,DECIMAL,2,0,0,0,1182,low,TRUE,user_038,TKT-68905
100388,2025-10-11T08:00:00,31,PostgreSQL,Pricing,prod,add_column,table,Pricing_table_9267,,VARCHAR,2,0,0,0,8146,medium,TRUE,user_046,TKT-71521
100389,2025-10-11T08:00:00,31,PostgreSQL,Customers,prod,add_column,view,Customers_view_3161,,INTEGER,2,0,0,0,6611,low,TRUE,user_003,TKT-62726
100390,2025-10-11T08:00:00,31,DataWarehouse,Mart,dev,add_column,column,Mart_column_7728,,DATE,1,0,0,0,48831,high,FALSE,user_011,TKT-57928
100391,2025-10-11T08:00:00,31,BigData,Hadoop_Cluster_A,dev,add_index,table,Hadoop_Cluster_A_table_3082,,,0,0,0,0,2923,low,FALSE,user_003,TKT-94853
100392,2025-10-11T08:00:00,31,BigData,Hadoop_Cluster_B,prod,modify_type,column,Hadoop_Cluster_B_column_3007,BOOLEAN,BIGINT,0,0,0,0,38133,medium,FALSE,user_004,TKT-19372
100393,2025-10-11T08:00:00,31,BigData,Hadoop_Cluster_A,dev,add_table,table,Hadoop_Cluster_A_table_7433,,,0,0,1,0,10228,high,FALSE,user_013,TKT-67911
100394,2025-10-11T08:00:00,31,BigData,Hadoop_Cluster_B,prod,add_table,table,Hadoop_Cluster_B_table_3989,,,0,0,1,0,12042,medium,FALSE,user_001,TKT-67920
100395,2025-10-11T08:00:00,31,Glue,Glue_Job_001,prod,add_column,table,Glue_Job_001_table_1683,,TEXT,4,0,0,0,13186,medium,FALSE,user_050,TKT-82322
100396,2025-10-11T08:00:00,31,Glue,Glue_Job_016,dev,add_column,table,Glue_Job_016_table_2422,,DECIMAL,3,0,0,0,986,high,FALSE,user_025,TKT-79180
100397,2025-10-11T08:00:00,31,Glue,Glue_Job_009,prod,drop_table,table,Glue_Job_009_table_7940,,,0,0,0,1,6968,low,FALSE,user_048,TKT-87779
100398,2025-10-11T08:00:00,31,Glue,Glue_Job_009,dev,drop_column,column,Glue_Job_009_column_9765,TIMESTAMP,,0,0,0,0,833,high,FALSE,user_016,TKT-70313
100399,2025-10-11T08:00:00,31,OnPrem,OnPrem_Srv_02,prod,add_column,table,OnPrem_Srv_02_table_8651,,DATE,0,0,0,0,3607,medium,FALSE,user_042,TKT-93768
100400,2025-10-11T16:00:00,32,PostgreSQL,Pricing,prod,add_view,table,Pricing_table_4093,,,0,0,0,0,20563,medium,FALSE,user_046,TKT-87870
100401,2025-10-11T16:00:00,32,PostgreSQL,Auth,prod,add_column,table,Auth_table_0566,,TIMESTAMP,3,0,0,0,1744,low,FALSE,user_004,TKT-22598
100402,2025-10-11T16:00:00,32,PostgreSQL,Orders,dev,drop_table,table,Orders_table_3023,,,0,0,0,1,2418,medium,FALSE,user_028,TKT-24260
100403,2025-10-11T16:00:00,32,PostgreSQL,Reporting,dev,add_column,table,Reporting_table_4609,,VARCHAR,2,0,0,0,2278,low,TRUE,user_033,TKT-14482
100404,2025-10-11T16:00:00,32,Qlik,Qlik_App_07,prod,drop_column,table,Qlik_App_07_table_3758,INTEGER,,0,2,0,0,13365,low,TRUE,user_033,TKT-96348
100405,2025-10-11T16:00:00,32,DataWarehouse,Staging,prod,add_index,table,Staging_table_1411,,,0,0,0,0,14875,medium,TRUE,user_013,TKT-53744
100406,2025-10-11T16:00:00,32,DataWarehouse,Staging,dev,add_column,table,Staging_table_6453,,BOOLEAN,4,0,0,0,27208,low,TRUE,user_005,TKT-17973
100407,2025-10-11T16:00:00,32,BigData,Hadoop_Cluster_A,prod,add_table,table,Hadoop_Cluster_A_table_0799,,,0,0,1,0,8377,low,TRUE,user_003,TKT-56728
100408,2025-10-11T16:00:00,32,Glue,Glue_Job_019,prod,modify_type,table,Glue_Job_019_table_4181,BOOLEAN,DECIMAL,0,0,0,0,1344,medium,FALSE,user_042,TKT-86772
100409,2025-10-11T16:00:00,32,Glue,Glue_Job_006,dev,add_column,table,Glue_Job_006_table_5970,,BIGINT,3,0,0,0,4794,medium,FALSE,user_026,TKT-20207
100410,2025-10-12T00:00:00,33,PostgreSQL,Pricing,dev,modify_type,table,Pricing_table_6781,VARCHAR,DECIMAL,0,0,0,0,21178,low,FALSE,user_033,TKT-63010
100411,2025-10-12T00:00:00,33,DataWarehouse,Core,dev,add_view,view,Core_view_0387,,,0,0,0,0,47306,low,FALSE,user_019,TKT-78945
100412,2025-10-12T00:00:00,33,DataWarehouse,Mart,prod,add_column,table,Mart_table_3232,,TIMESTAMP,1,0,0,0,9186,low,FALSE,user_012,TKT-27040
100413,2025-10-12T00:00:00,33,DataWarehouse,Core,dev,add_column,table,Core_table_6183,,VARCHAR,2,0,0,0,19716,high,FALSE,user_023,TKT-93509
100414,2025-10-12T00:00:00,33,DataWarehouse,Staging,dev,modify_type,column,Staging_column_1869,DECIMAL,VARCHAR,0,0,0,0,16457,low,TRUE,user_012,TKT-81939
100415,2025-10-12T00:00:00,33,BigData,Hadoop_Cluster_A,prod,modify_type,view,Hadoop_Cluster_A_view_3360,DATE,BOOLEAN,0,0,0,0,23730,medium,FALSE,user_026,TKT-29977
100416,2025-10-12T00:00:00,33,Glue,Glue_Job_011,prod,add_column,table,Glue_Job_011_table_5852,,INTEGER,1,0,0,0,8313,low,FALSE,user_033,TKT-57850
100417,2025-10-12T00:00:00,33,Glue,Glue_Job_005,dev,add_table,table,Glue_Job_005_table_6132,,,0,0,1,0,2092,low,FALSE,user_013,TKT-43270
100418,2025-10-12T00:00:00,33,Glue,Glue_Job_002,prod,add_column,index,Glue_Job_002_index_3368,,DECIMAL,2,0,0,0,2936,low,FALSE,user_011,TKT-78304
100419,2025-10-12T00:00:00,33,OnPrem,OnPrem_Srv_08,prod,add_table,column,OnPrem_Srv_08_column_8371,,,0,0,1,0,30878,low,FALSE,user_044,TKT-11212
100420,2025-10-12T08:00:00,34,PostgreSQL,Compliance,prod,drop_column,table,Compliance_table_2759,INTEGER,,0,2,0,0,1260,high,FALSE,user_023,TKT-66125
100421,2025-10-12T08:00:00,34,PostgreSQL,Analytics,prod,add_column,column,Analytics_column_4234,,BIGINT,2,0,0,0,1091,low,FALSE,user_046,TKT-41996
100422,2025-10-12T08:00:00,34,PostgreSQL,Orders,prod,add_table,view,Orders_view_0481,,,0,0,1,0,1055,low,FALSE,user_024,TKT-58068
100423,2025-10-12T08:00:00,34,PostgreSQL,Notifications,prod,modify_type,table,Notifications_table_5948,BIGINT,INTEGER,0,0,0,0,349,low,FALSE,user_002,TKT-78960
100424,2025-10-12T08:00:00,34,Qlik,Qlik_App_09,dev,add_column,table,Qlik_App_09_table_1190,,DATE,1,0,0,0,1585,low,FALSE,user_017,TKT-71821
100425,2025-10-12T08:00:00,34,Qlik,Qlik_App_03,prod,add_index,table,Qlik_App_03_table_3038,,,0,0,0,0,830,low,TRUE,user_019,TKT-87034
100426,2025-10-12T08:00:00,34,Qlik,Qlik_App_10,dev,add_table,column,Qlik_App_10_column_6508,,,0,0,1,0,6280,low,FALSE,user_018,TKT-35411
100427,2025-10-12T08:00:00,34,DataWarehouse,Core,prod,add_table,table,Core_table_4579,,,0,0,1,0,13676,low,FALSE,user_048,TKT-80461
100428,2025-10-12T08:00:00,34,DataWarehouse,Staging,prod,add_index,table,Staging_table_3031,,,0,0,0,0,5975,medium,TRUE,user_044,TKT-70096
100429,2025-10-12T16:00:00,35,PostgreSQL,Auth,prod,drop_column,table,Auth_table_1910,TEXT,,0,0,0,0,8360,medium,FALSE,user_047,TKT-46519
100430,2025-10-12T16:00:00,35,DataWarehouse,Mart,prod,drop_column,column,Mart_column_0497,DECIMAL,,0,0,0,0,5238,low,FALSE,user_046,TKT-93346
100431,2025-10-12T16:00:00,35,DataWarehouse,Core,prod,add_column,column,Core_column_8954,,TIMESTAMP,2,0,0,0,240847,low,FALSE,user_029,TKT-39181
100432,2025-10-12T16:00:00,35,OnPrem,OnPrem_Srv_09,prod,modify_type,column,OnPrem_Srv_09_column_4293,DATE,VARCHAR,0,0,0,0,1383,medium,FALSE,user_008,TKT-37167
100433,2025-10-13T00:00:00,36,PostgreSQL,Reporting,dev,add_table,column,Reporting_column_8465,,,0,0,1,0,3381,low,FALSE,user_048,TKT-22563
100434,2025-10-13T00:00:00,36,PostgreSQL,Returns,dev,add_column,column,Returns_column_5354,,BIGINT,1,0,0,0,6489,medium,FALSE,user_041,TKT-63555
100435,2025-10-13T00:00:00,36,PostgreSQL,Auth,dev,add_column,column,Auth_column_8665,,BOOLEAN,4,0,0,0,2799,medium,TRUE,user_026,TKT-77342
100436,2025-10-13T00:00:00,36,PostgreSQL,Notifications,prod,modify_type,column,Notifications_column_9412,DATE,INTEGER,0,0,0,0,1554,low,FALSE,user_039,TKT-46163
100437,2025-10-13T00:00:00,36,PostgreSQL,Shipping,dev,add_column,table,Shipping_table_3147,,BIGINT,1,0,0,0,879,low,FALSE,user_015,TKT-48665
100438,2025-10-13T00:00:00,36,PostgreSQL,Customers,prod,modify_type,index,Customers_index_1360,TEXT,TIMESTAMP,0,0,0,0,1156,medium,TRUE,user_016,TKT-83469
100439,2025-10-13T00:00:00,36,DataWarehouse,Mart,prod,modify_type,column,Mart_column_8420,BIGINT,BIGINT,0,0,0,0,21977,low,FALSE,user_043,TKT-18656
100440,2025-10-13T00:00:00,36,DataWarehouse,Staging,prod,modify_type,index,Staging_index_4420,INTEGER,BOOLEAN,0,0,0,0,105662,low,FALSE,user_045,TKT-37258
100441,2025-10-13T00:00:00,36,DataWarehouse,Core,prod,add_table,table,Core_table_1435,,,0,0,1,0,11478,medium,TRUE,user_010,TKT-39317
100442,2025-10-13T00:00:00,36,BigData,Spark_Cluster_C,dev,drop_table,column,Spark_Cluster_C_column_1390,,,0,0,0,1,15304,low,TRUE,user_019,TKT-44017
100443,2025-10-13T00:00:00,36,BigData,Hadoop_Cluster_B,prod,drop_table,table,Hadoop_Cluster_B_table_5766,,,0,0,0,1,14735,medium,FALSE,user_029,TKT-69252
100444,2025-10-13T00:00:00,36,BigData,Hadoop_Cluster_B,prod,add_column,table,Hadoop_Cluster_B_table_2776,,DATE,2,0,0,0,45307,low,FALSE,user_035,TKT-97840
100445,2025-10-13T00:00:00,36,Glue,Glue_Job_019,prod,add_column,table,Glue_Job_019_table_1974,,BIGINT,0,0,0,0,2243,high,FALSE,user_042,TKT-83786
100446,2025-10-13T00:00:00,36,Glue,Glue_Job_005,prod,add_table,table,Glue_Job_005_table_1650,,,0,0,1,0,6332,medium,FALSE,user_002,TKT-29340
100447,2025-10-13T00:00:00,36,Glue,Glue_Job_020,prod,modify_type,column,Glue_Job_020_column_5540,INTEGER,DECIMAL,0,0,0,0,1966,low,TRUE,user_008,TKT-93071
100448,2025-10-13T00:00:00,36,Glue,Glue_Job_016,prod,modify_type,table,Glue_Job_016_table_4039,DATE,BIGINT,0,0,0,0,5450,low,TRUE,user_036,TKT-68031
100449,2025-10-13T00:00:00,36,Glue,Glue_Job_009,prod,add_table,column,Glue_Job_009_column_3709,,,0,0,1,0,2123,low,FALSE,user_021,TKT-87257
100450,2025-10-13T00:00:00,36,Glue,Glue_Job_018,prod,modify_type,column,Glue_Job_018_column_6486,BOOLEAN,DATE,0,0,0,0,2860,low,FALSE,user_044,TKT-27045
100451,2025-10-13T00:00:00,36,Glue,Glue_Job_003,dev,add_index,column,Glue_Job_003_column_2868,,,0,0,0,0,4435,low,FALSE,user_046,TKT-62132
100452,2025-10-13T00:00:00,36,Glue,Glue_Job_015,prod,modify_type,column,Glue_Job_015_column_2218,BIGINT,DATE,0,0,0,0,1411,low,FALSE,user_008,TKT-39655
100453,2025-10-13T08:00:00,37,PostgreSQL,Suppliers,prod,add_table,table,Suppliers_table_7284,,,0,0,1,0,3493,medium,FALSE,user_006,TKT-29346
100454,2025-10-13T08:00:00,37,DataWarehouse,Staging,prod,add_column,table,Staging_table_1266,,TIMESTAMP,1,0,0,0,69982,low,FALSE,user_039,TKT-41815
100455,2025-10-13T08:00:00,37,DataWarehouse,Core,prod,add_view,table,Core_table_2286,,,0,0,0,0,10024,low,TRUE,user_036,TKT-18562
100456,2025-10-13T08:00:00,37,DataWarehouse,Staging,prod,add_column,column,Staging_column_8861,,TEXT,2,0,0,0,26993,low,FALSE,user_001,TKT-97235
100457,2025-10-13T08:00:00,37,DataWarehouse,Staging,dev,add_table,table,Staging_table_6170,,,0,0,1,0,10871,medium,TRUE,user_032,TKT-81887
100458,2025-10-13T08:00:00,37,DataWarehouse,Staging,prod,add_column,table,Staging_table_3390,,VARCHAR,1,0,0,0,15497,medium,FALSE,user_044,TKT-37360
100459,2025-10-13T08:00:00,37,DataWarehouse,Mart,prod,add_column,view,Mart_view_4184,,INTEGER,2,0,0,0,26957,medium,FALSE,user_030,TKT-71748
100460,2025-10-13T08:00:00,37,BigData,Hadoop_Cluster_A,prod,add_table,table,Hadoop_Cluster_A_table_0676,,,0,0,1,0,109111,low,TRUE,user_044,TKT-81524
100461,2025-10-13T08:00:00,37,BigData,Hadoop_Cluster_A,prod,add_index,table,Hadoop_Cluster_A_table_9665,,,0,0,0,0,10619,high,FALSE,user_016,TKT-13017
100462,2025-10-13T08:00:00,37,BigData,Hadoop_Cluster_A,prod,add_index,table,Hadoop_Cluster_A_table_0069,,,0,0,0,0,3726,medium,FALSE,user_021,TKT-98913
100463,2025-10-13T08:00:00,37,BigData,Hadoop_Cluster_A,dev,add_column,table,Hadoop_Cluster_A_table_6677,,BOOLEAN,2,0,0,0,5202,medium,FALSE,user_042,TKT-63678
100464,2025-10-13T08:00:00,37,BigData,Hadoop_Cluster_B,prod,modify_type,column,Hadoop_Cluster_B_column_9168,TEXT,BOOLEAN,0,0,0,0,4025,low,FALSE,user_012,TKT-48108
100465,2025-10-13T08:00:00,37,Glue,Glue_Job_009,prod,drop_table,view,Glue_Job_009_view_7019,,,0,0,0,1,1894,medium,FALSE,user_005,TKT-53978
100466,2025-10-13T08:00:00,37,OnPrem,OnPrem_Srv_05,dev,drop_table,table,OnPrem_Srv_05_table_7497,,,0,0,0,1,2384,low,FALSE,user_031,TKT-80192
100467,2025-10-13T16:00:00,38,Qlik,Qlik_App_05,prod,add_table,table,Qlik_App_05_table_5914,,,0,0,1,0,15544,medium,TRUE,user_008,TKT-48379
100468,2025-10-13T16:00:00,38,Qlik,Qlik_App_05,dev,add_view,table,Qlik_App_05_table_6171,,,0,0,0,0,2924,low,FALSE,user_046,TKT-99340
100469,2025-10-13T16:00:00,38,Qlik,Qlik_App_09,prod,add_index,table,Qlik_App_09_table_3350,,,0,0,0,0,3304,low,TRUE,user_035,TKT-86394
100470,2025-10-13T16:00:00,38,DataWarehouse,Staging,prod,add_column,table,Staging_table_6394,,TEXT,4,0,0,0,57275,low,FALSE,user_004,TKT-69254
100471,2025-10-13T16:00:00,38,BigData,Hadoop_Cluster_A,prod,drop_table,table,Hadoop_Cluster_A_table_8218,,,0,0,0,1,21866,low,FALSE,user_007,TKT-87878
100472,2025-10-13T16:00:00,38,BigData,Spark_Cluster_C,prod,add_index,table,Spark_Cluster_C_table_7702,,,0,0,0,0,7140,low,FALSE,user_037,TKT-14646
100473,2025-10-13T16:00:00,38,OnPrem,OnPrem_Srv_08,dev,add_column,table,OnPrem_Srv_08_table_0108,,DATE,3,0,0,0,3295,low,TRUE,user_048,TKT-83844
100474,2025-10-14T00:00:00,39,PostgreSQL,Accounts,prod,add_index,column,Accounts_column_3066,,,0,0,0,0,28798,low,FALSE,user_013,TKT-43370
100475,2025-10-14T00:00:00,39,PostgreSQL,Promotions,dev,drop_column,table,Promotions_table_9331,TEXT,,0,1,0,0,3754,low,FALSE,user_017,TKT-90205
100476,2025-10-14T00:00:00,39,PostgreSQL,Compliance,dev,modify_type,table,Compliance_table_3956,BIGINT,VARCHAR,0,0,0,0,1288,low,TRUE,user_001,TKT-72028
100477,2025-10-14T00:00:00,39,DataWarehouse,Core,dev,modify_type,table,Core_table_0538,DATE,DATE,0,0,0,0,4375,medium,FALSE,user_042,TKT-95982
100478,2025-10-14T00:00:00,39,DataWarehouse,Core,dev,add_column,table,Core_table_2771,,TEXT,1,0,0,0,2508,low,TRUE,user_046,TKT-50391
100479,2025-10-14T00:00:00,39,DataWarehouse,Mart,prod,modify_type,table,Mart_table_3860,DATE,BOOLEAN,0,0,0,0,60346,low,FALSE,user_029,TKT-36325
100480,2025-10-14T00:00:00,39,BigData,Hadoop_Cluster_B,dev,modify_type,column,Hadoop_Cluster_B_column_0373,DECIMAL,TIMESTAMP,0,0,0,0,3404,low,TRUE,user_041,TKT-66947
100481,2025-10-14T00:00:00,39,BigData,Hadoop_Cluster_B,prod,modify_type,table,Hadoop_Cluster_B_table_7857,TIMESTAMP,DATE,0,0,0,0,7585,low,FALSE,user_019,TKT-83150
100482,2025-10-14T00:00:00,39,BigData,Spark_Cluster_C,prod,modify_type,table,Spark_Cluster_C_table_8349,BOOLEAN,BIGINT,0,0,0,0,20919,low,TRUE,user_013,TKT-75355
100483,2025-10-14T00:00:00,39,Glue,Glue_Job_006,dev,add_table,table,Glue_Job_006_table_8610,,,0,0,1,0,4095,low,FALSE,user_009,TKT-31182
100484,2025-10-14T00:00:00,39,Glue,Glue_Job_004,prod,modify_type,column,Glue_Job_004_column_1309,DECIMAL,TEXT,0,0,0,0,2216,medium,FALSE,user_026,TKT-86215
100485,2025-10-14T00:00:00,39,Glue,Glue_Job_012,dev,add_column,table,Glue_Job_012_table_3899,,DATE,3,0,0,0,9046,medium,FALSE,user_043,TKT-61083
100486,2025-10-14T00:00:00,39,Glue,Glue_Job_008,prod,add_table,column,Glue_Job_008_column_4559,,,0,0,1,0,4005,low,TRUE,user_035,TKT-13093
100487,2025-10-14T00:00:00,39,Glue,Glue_Job_002,dev,drop_column,table,Glue_Job_002_table_0598,DATE,,0,0,0,0,9325,low,FALSE,user_009,TKT-86025
100488,2025-10-14T00:00:00,39,Glue,Glue_Job_017,prod,modify_type,column,Glue_Job_017_column_5609,TEXT,TEXT,0,0,0,0,1576,low,FALSE,user_013,TKT-19862
100489,2025-10-14T00:00:00,39,OnPrem,OnPrem_Srv_01,dev,drop_column,column,OnPrem_Srv_01_column_2367,TEXT,,0,2,0,0,1645,low,FALSE,user_012,TKT-28800
100490,2025-10-14T00:00:00,39,OnPrem,OnPrem_Srv_01,prod,add_table,table,OnPrem_Srv_01_table_1478,,,0,0,1,0,3237,low,FALSE,user_033,TKT-28781
100491,2025-10-14T00:00:00,39,OnPrem,OnPrem_Srv_03,dev,add_column,table,OnPrem_Srv_03_table_7230,,BOOLEAN,0,0,0,0,4308,medium,FALSE,user_042,TKT-74236
100492,2025-10-14T08:00:00,40,PostgreSQL,Customers,prod,add_view,view,Customers_view_4662,,,0,0,0,0,625,low,FALSE,user_015,TKT-18272
100493,2025-10-14T08:00:00,40,PostgreSQL,Compliance,dev,add_column,table,Compliance_table_0620,,BOOLEAN,2,0,0,0,1120,low,FALSE,user_024,TKT-20529
100494,2025-10-14T08:00:00,40,PostgreSQL,Accounts,prod,add_column,column,Accounts_column_0444,,DECIMAL,0,0,0,0,3090,low,FALSE,user_018,TKT-13465
100495,2025-10-14T08:00:00,40,DataWarehouse,Staging,prod,add_column,table,Staging_table_3340,,BOOLEAN,1,0,0,0,61086,medium,FALSE,user_008,TKT-75078
100496,2025-10-14T08:00:00,40,BigData,Spark_Cluster_C,dev,modify_type,table,Spark_Cluster_C_table_5274,BOOLEAN,BIGINT,0,0,0,0,166303,low,TRUE,user_027,TKT-70817
100497,2025-10-14T08:00:00,40,BigData,Spark_Cluster_C,prod,add_column,table,Spark_Cluster_C_table_6001,,BIGINT,1,0,0,0,6094,low,FALSE,user_042,TKT-63806
100498,2025-10-14T08:00:00,40,BigData,Hadoop_Cluster_A,prod,add_view,column,Hadoop_Cluster_A_column_9544,,,0,0,0,0,21693,low,FALSE,user_036,TKT-30102
100499,2025-10-14T08:00:00,40,BigData,Spark_Cluster_C,prod,add_index,table,Spark_Cluster_C_table_9631,,,0,0,0,0,14832,low,FALSE,user_009,TKT-40013
100500,2025-10-14T08:00:00,40,BigData,Spark_Cluster_C,prod,add_index,column,Spark_Cluster_C_column_3724,,,0,0,0,0,14578,low,FALSE,user_048,TKT-93778
100501,2025-10-14T08:00:00,40,Glue,Glue_Job_019,prod,add_column,table,Glue_Job_019_table_0355,,VARCHAR,0,0,0,0,4598,high,TRUE,user_040,TKT-67771
100502,2025-10-14T08:00:00,40,Glue,Glue_Job_011,dev,add_column,view,Glue_Job_011_view_8601,,BIGINT,0,0,0,0,401,low,TRUE,user_023,TKT-47570
100503,2025-10-14T08:00:00,40,OnPrem,OnPrem_Srv_06,prod,modify_type,column,OnPrem_Srv_06_column_0159,TEXT,DATE,0,0,0,0,743,low,FALSE,user_040,TKT-73291
100504,2025-10-14T16:00:00,41,PostgreSQL,Promotions,prod,add_column,table,Promotions_table_2571,,DECIMAL,1,0,0,0,2369,low,FALSE,user_026,TKT-40279
100505,2025-10-14T16:00:00,41,BigData,Hadoop_Cluster_B,dev,modify_type,column,Hadoop_Cluster_B_column_7423,TEXT,BIGINT,0,0,0,0,417921,medium,FALSE,user_021,TKT-60639
100506,2025-10-14T16:00:00,41,BigData,Hadoop_Cluster_A,dev,add_column,column,Hadoop_Cluster_A_column_8288,,DECIMAL,2,0,0,0,45455,low,FALSE,user_037,TKT-45109
100507,2025-10-14T16:00:00,41,BigData,Hadoop_Cluster_A,dev,add_index,table,Hadoop_Cluster_A_table_3926,,,0,0,0,0,29605,low,FALSE,user_017,TKT-66271
100508,2025-10-14T16:00:00,41,Glue,Glue_Job_006,dev,add_column,table,Glue_Job_006_table_8793,,INTEGER,1,0,0,0,2978,medium,TRUE,user_036,TKT-60304
100509,2025-10-14T16:00:00,41,Glue,Glue_Job_009,dev,modify_type,table,Glue_Job_009_table_9115,BOOLEAN,VARCHAR,0,0,0,0,17962,medium,FALSE,user_019,TKT-35009
