edge_id,timestamp,src_system,src_component,src_object_name,dst_system,dst_component,dst_object_name,relation_type,change_id,is_breaking
500421,2025-10-12T08:00:00,Glue,Glue_Job_019,Glue_Job_019_table_1332,PostgreSQL,Accounts,Accounts_table_8169,copies,100421,FALSE
500422,2025-10-12T08:00:00,PostgreSQL,Catalog,Catalog_table_0798,Qlik,Qlik_App_05,Qlik_App_05_table_8210,derives,100422,FALSE
500423,2025-10-12T08:00:00,Glue,Glue_Job_011,Glue_Job_011_table_9895,DataWarehouse,Mart,Mart_table_9066,derives,100423,FALSE
500424,2025-10-12T08:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_0717,PostgreSQL,Catalog,Catalog_table_3968,derives,100424,FALSE
500425,2025-10-12T08:00:00,Glue,Glue_Job_010,Glue_Job_010_table_0890,Qlik,Qlik_App_07,Qlik_App_07_table_7903,derives,100425,FALSE
500426,2025-10-12T08:00:00,PostgreSQL,Returns,Returns_table_5230,Qlik,Qlik_App_07,Qlik_App_07_table_7389,joins,100426,TRUE
500427,2025-10-12T08:00:00,PostgreSQL,Orders,Orders_table_1996,PostgreSQL,Catalog,Catalog_table_6031,copies,100427,FALSE
500428,2025-10-12T08:00:00,DataWarehouse,Staging,Staging_table_2187,Glue,Glue_Job_015,Glue_Job_015_table_1551,aggregates,100428,FALSE
500429,2025-10-12T16:00:00,PostgreSQL,Pricing,Pricing_table_0902,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_0673,derives,100429,TRUE
500430,2025-10-12T16:00:00,Glue,Glue_Job_004,Glue_Job_004_table_8742,Qlik,Qlik_App_03,Qlik_App_03_table_8835,derives,100430,FALSE
500431,2025-10-12T16:00:00,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_3187,Glue,Glue_Job_019,Glue_Job_019_table_5790,aggregates,100431,TRUE
500432,2025-10-12T16:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_1119,Qlik,Qlik_App_03,Qlik_App_03_table_8745,derives,100432,FALSE
500433,2025-10-13T00:00:00,Glue,Glue_Job_002,Glue_Job_002_table_2723,Qlik,Qlik_App_09,Qlik_App_09_table_5356,copies,100433,FALSE
500434,2025-10-13T00:00:00,DataWarehouse,Core,Core_table_7239,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_6982,derives,100434,FALSE
500435,2025-10-13T00:00:00,DataWarehouse,Staging,Staging_table_5825,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3660,aggregates,100435,FALSE
500436,2025-10-13T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_7273,BigData,Spark_Cluster_C,Spark_Cluster_C_table_4674,derives,100436,TRUE
500437,2025-10-13T00:00:00,Qlik,Qlik_App_09,Qlik_App_09_table_5065,Glue,Glue_Job_017,Glue_Job_017_table_9680,aggregates,100437,FALSE
500438,2025-10-13T00:00:00,Glue,Glue_Job_011,Glue_Job_011_table_1661,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_4350,joins,100438,FALSE
500439,2025-10-13T00:00:00,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_8595,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_7990,aggregates,100439,FALSE
500440,2025-10-13T00:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_4542,PostgreSQL,Billing,Billing_table_7877,aggregates,100440,FALSE
500441,2025-10-13T00:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_4927,PostgreSQL,Suppliers,Suppliers_table_9583,derives,100441,TRUE
500442,2025-10-13T00:00:00,PostgreSQL,Payments,Payments_table_0443,PostgreSQL,Audit,Audit_table_6977,derives,100442,FALSE
500443,2025-10-13T00:00:00,Qlik,Qlik_App_01,Qlik_App_01_table_2940,BigData,Spark_Cluster_C,Spark_Cluster_C_table_5436,derives,100443,FALSE
500444,2025-10-13T00:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_1537,Glue,Glue_Job_005,Glue_Job_005_table_0319,aggregates,100444,FALSE
500445,2025-10-13T00:00:00,DataWarehouse,Mart,Mart_table_0121,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_6909,derives,100445,FALSE
500446,2025-10-13T00:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_7615,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_8995,derives,100446,FALSE
500447,2025-10-13T00:00:00,Glue,Glue_Job_012,Glue_Job_012_table_2964,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_3429,derives,100447,FALSE
500448,2025-10-13T00:00:00,Qlik,Qlik_App_08,Qlik_App_08_table_7074,DataWarehouse,Mart,Mart_table_5037,derives,100448,FALSE
500449,2025-10-13T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_8061,Qlik,Qlik_App_05,Qlik_App_05_table_8066,aggregates,100449,FALSE
500450,2025-10-13T00:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_3898,DataWarehouse,Mart,Mart_table_2170,aggregates,100450,FALSE
500451,2025-10-13T00:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_0040,Glue,Glue_Job_016,Glue_Job_016_table_9575,aggregates,100451,FALSE
500452,2025-10-13T00:00:00,DataWarehouse,Core,Core_table_2512,PostgreSQL,Auth,Auth_table_0247,derives,100452,FALSE
500453,2025-10-13T08:00:00,DataWarehouse,Staging,Staging_table_5593,PostgreSQL,Suppliers,Suppliers_table_7092,copies,100453,TRUE
500454,2025-10-13T08:00:00,DataWarehouse,Staging,Staging_table_4830,Qlik,Qlik_App_08,Qlik_App_08_table_1951,copies,100454,TRUE
500455,2025-10-13T08:00:00,PostgreSQL,Customers,Customers_table_8496,DataWarehouse,Core,Core_table_1349,derives,100455,FALSE
500456,2025-10-13T08:00:00,DataWarehouse,Mart,Mart_table_2816,BigData,Spark_Cluster_C,Spark_Cluster_C_table_9067,copies,100456,FALSE
500457,2025-10-13T08:00:00,PostgreSQL,Auth,Auth_table_6684,Glue,Glue_Job_008,Glue_Job_008_table_5838,derives,100457,FALSE
500458,2025-10-13T08:00:00,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_7000,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_1407,aggregates,100458,FALSE
500459,2025-10-13T08:00:00,DataWarehouse,Core,Core_table_0012,DataWarehouse,Mart,Mart_table_7981,derives,100459,FALSE
500460,2025-10-13T08:00:00,Glue,Glue_Job_014,Glue_Job_014_table_3496,PostgreSQL,Notifications,Notifications_table_0757,derives,100460,FALSE
500461,2025-10-13T08:00:00,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_3197,Glue,Glue_Job_017,Glue_Job_017_table_9553,copies,100461,TRUE
500462,2025-10-13T08:00:00,DataWarehouse,Mart,Mart_table_4215,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_7637,derives,100462,FALSE
500463,2025-10-13T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_9108,Glue,Glue_Job_004,Glue_Job_004_table_6853,joins,100463,FALSE
500464,2025-10-13T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_7148,Glue,Glue_Job_011,Glue_Job_011_table_7632,copies,100464,FALSE
500465,2025-10-13T08:00:00,PostgreSQL,Compliance,Compliance_table_8706,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_6126,derives,100465,FALSE
500466,2025-10-13T08:00:00,PostgreSQL,Payments,Payments_table_0723,Qlik,Qlik_App_09,Qlik_App_09_table_7580,copies,100466,FALSE
500467,2025-10-13T16:00:00,PostgreSQL,Promotions,Promotions_table_6743,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_4917,copies,100467,FALSE
500468,2025-10-13T16:00:00,PostgreSQL,Auth,Auth_table_5692,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_2594,joins,100468,FALSE
500469,2025-10-13T16:00:00,DataWarehouse,Core,Core_table_8955,DataWarehouse,Mart,Mart_table_7392,copies,100469,FALSE
500470,2025-10-13T16:00:00,Qlik,Qlik_App_02,Qlik_App_02_table_0949,Qlik,Qlik_App_03,Qlik_App_03_table_8180,joins,100470,FALSE
500471,2025-10-13T16:00:00,Qlik,Qlik_App_01,Qlik_App_01_table_8525,DataWarehouse,Mart,Mart_table_5675,derives,100471,FALSE
500472,2025-10-13T16:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_1180,PostgreSQL,Returns,Returns_table_5194,aggregates,100472,FALSE
500473,2025-10-13T16:00:00,DataWarehouse,Mart,Mart_table_6108,Qlik,Qlik_App_08,Qlik_App_08_table_3440,derives,100473,FALSE
500474,2025-10-14T00:00:00,Qlik,Qlik_App_08,Qlik_App_08_table_4616,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_9229,joins,100474,FALSE
500475,2025-10-14T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_2457,DataWarehouse,Core,Core_table_9174,derives,100475,FALSE
500476,2025-10-14T00:00:00,Glue,Glue_Job_009,Glue_Job_009_table_9787,OnPrem,OnPrem_Srv_01,OnPrem_Srv_01_table_0566,joins,100476,FALSE
500477,2025-10-14T00:00:00,Glue,Glue_Job_005,Glue_Job_005_table_9472,DataWarehouse,Staging,Staging_table_6164,copies,100477,FALSE
500478,2025-10-14T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3271,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_4688,copies,100478,FALSE
500479,2025-10-14T00:00:00,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_6342,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_1240,copies,100479,FALSE
500480,2025-10-14T00:00:00,Glue,Glue_Job_004,Glue_Job_004_table_9733,Qlik,Qlik_App_09,Qlik_App_09_table_0531,derives,100480,FALSE
500481,2025-10-14T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_3958,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_0558,derives,100481,FALSE
500482,2025-10-14T00:00:00,Qlik,Qlik_App_07,Qlik_App_07_table_6447,Glue,Glue_Job_011,Glue_Job_011_table_2655,copies,100482,FALSE
500483,2025-10-14T00:00:00,PostgreSQL,Accounts,Accounts_table_7821,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_1787,copies,100483,FALSE
500484,2025-10-14T00:00:00,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_1597,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_0480,aggregates,100484,FALSE
500485,2025-10-14T00:00:00,Glue,Glue_Job_007,Glue_Job_007_table_5374,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_1204,derives,100485,FALSE
500486,2025-10-14T00:00:00,Glue,Glue_Job_005,Glue_Job_005_table_3536,DataWarehouse,Mart,Mart_table_7005,joins,100486,FALSE
500487,2025-10-14T00:00:00,Glue,Glue_Job_017,Glue_Job_017_table_2923,PostgreSQL,Payments,Payments_table_6487,aggregates,100487,FALSE
500488,2025-10-14T00:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_2940,Glue,Glue_Job_009,Glue_Job_009_table_4063,copies,100488,FALSE
500489,2025-10-14T00:00:00,PostgreSQL,Suppliers,Suppliers_table_5734,Qlik,Qlik_App_01,Qlik_App_01_table_8056,copies,100489,FALSE
500490,2025-10-14T00:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_7236,DataWarehouse,Core,Core_table_0596,derives,100490,TRUE
500491,2025-10-14T00:00:00,Qlik,Qlik_App_01,Qlik_App_01_table_7070,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_2312,aggregates,100491,FALSE
500492,2025-10-14T08:00:00,Glue,Glue_Job_006,Glue_Job_006_table_8999,Qlik,Qlik_App_07,Qlik_App_07_table_1935,derives,100492,FALSE
500493,2025-10-14T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_6514,PostgreSQL,Catalog,Catalog_table_7395,derives,100493,FALSE
500494,2025-10-14T08:00:00,Glue,Glue_Job_020,Glue_Job_020_table_3882,PostgreSQL,Customers,Customers_table_9879,aggregates,100494,FALSE
500495,2025-10-14T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_4301,Qlik,Qlik_App_01,Qlik_App_01_table_3339,aggregates,100495,TRUE
500496,2025-10-14T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_9091,Qlik,Qlik_App_10,Qlik_App_10_table_8168,joins,100496,FALSE
500497,2025-10-14T08:00:00,Glue,Glue_Job_017,Glue_Job_017_table_4371,PostgreSQL,Inventory,Inventory_table_4302,copies,100497,FALSE
500498,2025-10-14T08:00:00,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_9946,Glue,Glue_Job_011,Glue_Job_011_table_0911,copies,100498,FALSE
500499,2025-10-14T08:00:00,DataWarehouse,Staging,Staging_table_6191,Glue,Glue_Job_009,Glue_Job_009_table_0772,joins,100499,FALSE
500500,2025-10-14T08:00:00,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_3696,PostgreSQL,Promotions,Promotions_table_0718,copies,100500,FALSE
500501,2025-10-14T08:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_3766,Qlik,Qlik_App_04,Qlik_App_04_table_8851,copies,100501,FALSE
500502,2025-10-14T08:00:00,Qlik,Qlik_App_08,Qlik_App_08_table_0667,DataWarehouse,Core,Core_table_0277,copies,100502,FALSE
500503,2025-10-14T08:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_7763,BigData,Spark_Cluster_C,Spark_Cluster_C_table_7897,aggregates,100503,FALSE
500504,2025-10-14T16:00:00,Glue,Glue_Job_005,Glue_Job_005_table_3320,OnPrem,OnPrem_Srv_08,OnPrem_Srv_08_table_2321,derives,100504,FALSE
500505,2025-10-14T16:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_5025,PostgreSQL,Suppliers,Suppliers_table_7716,aggregates,100505,TRUE
500506,2025-10-14T16:00:00,DataWarehouse,Staging,Staging_table_9144,PostgreSQL,Analytics,Analytics_table_5951,copies,100506,FALSE
500507,2025-10-14T16:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_1441,DataWarehouse,Core,Core_table_3627,derives,100507,FALSE
500508,2025-10-14T16:00:00,PostgreSQL,Compliance,Compliance_table_8063,Glue,Glue_Job_019,Glue_Job_019_table_5978,derives,100508,FALSE
500509,2025-10-14T16:00:00,Qlik,Qlik_App_05,Qlik_App_05_table_4264,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_1903,copies,100509,FALSE
500510,2025-10-15T00:00:00,DataWarehouse,Core,Core_table_8805,Glue,Glue_Job_018,Glue_Job_018_table_9815,copies,100510,TRUE
500511,2025-10-15T00:00:00,PostgreSQL,Audit,Audit_table_9676,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_0310,derives,100511,FALSE
500512,2025-10-15T00:00:00,Glue,Glue_Job_007,Glue_Job_007_table_8606,Glue,Glue_Job_002,Glue_Job_002_table_4121,copies,100512,FALSE
500513,2025-10-15T00:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_6325,Qlik,Qlik_App_04,Qlik_App_04_table_9396,derives,100513,FALSE
500514,2025-10-15T00:00:00,PostgreSQL,Reporting,Reporting_table_0132,PostgreSQL,Analytics,Analytics_table_5444,copies,100514,FALSE
500515,2025-10-15T00:00:00,PostgreSQL,Reporting,Reporting_table_8668,PostgreSQL,Catalog,Catalog_table_9482,copies,100515,FALSE
500516,2025-10-15T00:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_8597,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_7141,copies,100516,FALSE
500517,2025-10-15T00:00:00,Glue,Glue_Job_017,Glue_Job_017_table_7197,Qlik,Qlik_App_01,Qlik_App_01_table_5424,derives,100517,FALSE
500518,2025-10-15T00:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_0329,BigData,Spark_Cluster_C,Spark_Cluster_C_table_9983,copies,100518,FALSE
500519,2025-10-15T00:00:00,DataWarehouse,Mart,Mart_table_8709,PostgreSQL,Reporting,Reporting_table_6570,derives,100519,TRUE
500520,2025-10-15T00:00:00,PostgreSQL,Promotions,Promotions_table_6209,DataWarehouse,Core,Core_table_8876,aggregates,100520,FALSE
500521,2025-10-15T08:00:00,Glue,Glue_Job_002,Glue_Job_002_table_0237,Qlik,Qlik_App_08,Qlik_App_08_table_6805,derives,100521,FALSE
500522,2025-10-15T08:00:00,Qlik,Qlik_App_03,Qlik_App_03_table_6488,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_3447,derives,100522,TRUE
500523,2025-10-15T08:00:00,PostgreSQL,Inventory,Inventory_table_3760,Glue,Glue_Job_003,Glue_Job_003_table_3030,copies,100523,FALSE
500524,2025-10-15T08:00:00,DataWarehouse,Mart,Mart_table_0962,Qlik,Qlik_App_08,Qlik_App_08_table_6828,derives,100524,FALSE
500525,2025-10-15T08:00:00,Qlik,Qlik_App_07,Qlik_App_07_table_1060,Glue,Glue_Job_003,Glue_Job_003_table_1923,aggregates,100525,FALSE
500526,2025-10-15T08:00:00,DataWarehouse,Core,Core_table_6764,Qlik,Qlik_App_05,Qlik_App_05_table_7963,copies,100526,FALSE
500527,2025-10-15T08:00:00,DataWarehouse,Mart,Mart_table_5511,DataWarehouse,Mart,Mart_table_3445,copies,100527,FALSE
500528,2025-10-15T08:00:00,PostgreSQL,Suppliers,Suppliers_table_5126,PostgreSQL,Returns,Returns_table_4949,derives,100528,FALSE
500529,2025-10-15T08:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_5861,BigData,Spark_Cluster_C,Spark_Cluster_C_table_3974,aggregates,100529,FALSE
500530,2025-10-15T08:00:00,Glue,Glue_Job_014,Glue_Job_014_table_9092,Qlik,Qlik_App_09,Qlik_App_09_table_0642,joins,100530,FALSE
500531,2025-10-15T08:00:00,DataWarehouse,Staging,Staging_table_5267,Qlik,Qlik_App_02,Qlik_App_02_table_4423,derives,100531,FALSE
500532,2025-10-15T08:00:00,PostgreSQL,Payments,Payments_table_1566,PostgreSQL,Catalog,Catalog_table_3668,copies,100532,FALSE
500533,2025-10-15T08:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_0722,Glue,Glue_Job_018,Glue_Job_018_table_1563,copies,100533,FALSE
500534,2025-10-15T08:00:00,DataWarehouse,Core,Core_table_5176,Qlik,Qlik_App_09,Qlik_App_09_table_9807,aggregates,100534,FALSE
500535,2025-10-15T16:00:00,PostgreSQL,Reporting,Reporting_table_4748,PostgreSQL,Shipping,Shipping_table_9287,joins,100535,FALSE
500536,2025-10-15T16:00:00,PostgreSQL,Payments,Payments_table_6633,PostgreSQL,Suppliers,Suppliers_table_5774,aggregates,100536,FALSE
500537,2025-10-15T16:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_6248,Qlik,Qlik_App_01,Qlik_App_01_table_6178,aggregates,100537,FALSE
500538,2025-10-15T16:00:00,DataWarehouse,Core,Core_table_5660,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_1385,aggregates,100538,FALSE
500539,2025-10-15T16:00:00,PostgreSQL,Billing,Billing_table_6159,Qlik,Qlik_App_06,Qlik_App_06_table_8562,joins,100539,FALSE
500540,2025-10-15T16:00:00,Qlik,Qlik_App_07,Qlik_App_07_table_8272,BigData,Spark_Cluster_C,Spark_Cluster_C_table_5159,aggregates,100540,FALSE
500541,2025-10-15T16:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_1914,DataWarehouse,Core,Core_table_4298,derives,100541,FALSE
500542,2025-10-15T16:00:00,DataWarehouse,Mart,Mart_table_6343,Qlik,Qlik_App_02,Qlik_App_02_table_4131,joins,100542,FALSE
500543,2025-10-15T16:00:00,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_4125,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_0966,copies,100543,TRUE
500544,2025-10-15T16:00:00,OnPrem,OnPrem_Srv_03,OnPrem_Srv_03_table_7724,DataWarehouse,Mart,Mart_table_7190,derives,100544,TRUE
500545,2025-10-15T16:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_2454,Qlik,Qlik_App_09,Qlik_App_09_table_2016,derives,100545,FALSE
500546,2025-10-15T16:00:00,Glue,Glue_Job_007,Glue_Job_007_table_6612,DataWarehouse,Mart,Mart_table_6323,joins,100546,FALSE
500547,2025-10-15T16:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_0310,Qlik,Qlik_App_07,Qlik_App_07_table_6662,joins,100547,FALSE
500548,2025-10-15T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_8051,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_0465,aggregates,100548,FALSE
500549,2025-10-15T16:00:00,Glue,Glue_Job_020,Glue_Job_020_table_0558,PostgreSQL,Promotions,Promotions_table_9809,derives,100549,FALSE
500550,2025-10-15T16:00:00,DataWarehouse,Mart,Mart_table_0363,Glue,Glue_Job_002,Glue_Job_002_table_3455,derives,100550,TRUE
500551,2025-10-15T16:00:00,OnPrem,OnPrem_Srv_06,OnPrem_Srv_06_table_5052,Qlik,Qlik_App_08,Qlik_App_08_table_2587,joins,100551,FALSE
500552,2025-10-16T00:00:00,PostgreSQL,Returns,Returns_table_6089,Qlik,Qlik_App_06,Qlik_App_06_table_1485,copies,100552,FALSE
500553,2025-10-16T00:00:00,PostgreSQL,Catalog,Catalog_table_4850,PostgreSQL,Reporting,Reporting_table_5640,derives,100553,FALSE
500554,2025-10-16T00:00:00,PostgreSQL,Compliance,Compliance_table_1460,DataWarehouse,Mart,Mart_table_1943,aggregates,100554,FALSE
500555,2025-10-16T00:00:00,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_6371,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_4861,copies,100555,FALSE
500556,2025-10-16T00:00:00,DataWarehouse,Staging,Staging_table_5420,Glue,Glue_Job_002,Glue_Job_002_table_1386,copies,100556,FALSE
500557,2025-10-16T00:00:00,Glue,Glue_Job_011,Glue_Job_011_table_4709,PostgreSQL,Suppliers,Suppliers_table_0105,derives,100557,TRUE
500558,2025-10-16T00:00:00,Glue,Glue_Job_016,Glue_Job_016_table_1352,PostgreSQL,Promotions,Promotions_table_6981,copies,100558,FALSE
500559,2025-10-16T00:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_5059,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_1310,aggregates,100559,FALSE
500560,2025-10-16T00:00:00,Qlik,Qlik_App_01,Qlik_App_01_table_6936,PostgreSQL,Compliance,Compliance_table_9954,derives,100560,FALSE
500561,2025-10-16T00:00:00,Qlik,Qlik_App_08,Qlik_App_08_table_8985,Glue,Glue_Job_002,Glue_Job_002_table_7182,derives,100561,FALSE
500562,2025-10-16T00:00:00,Qlik,Qlik_App_01,Qlik_App_01_table_0508,BigData,Spark_Cluster_C,Spark_Cluster_C_table_7705,derives,100562,FALSE
500563,2025-10-16T00:00:00,BigData,Spark_Cluster_C,Spark_Cluster_C_table_5740,Glue,Glue_Job_001,Glue_Job_001_table_3971,copies,100563,FALSE
500564,2025-10-16T00:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_9429,PostgreSQL,Promotions,Promotions_table_8160,derives,100564,FALSE
500565,2025-10-16T00:00:00,DataWarehouse,Staging,Staging_table_1660,DataWarehouse,Core,Core_table_8790,derives,100565,FALSE
500566,2025-10-16T00:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_7527,BigData,Spark_Cluster_C,Spark_Cluster_C_table_2979,copies,100566,FALSE
500567,2025-10-16T00:00:00,PostgreSQL,Auth,Auth_table_9131,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_4900,copies,100567,FALSE
500568,2025-10-16T00:00:00,DataWarehouse,Mart,Mart_table_4918,Glue,Glue_Job_010,Glue_Job_010_table_3485,aggregates,100568,FALSE
500569,2025-10-16T08:00:00,PostgreSQL,Audit,Audit_table_9716,DataWarehouse,Core,Core_table_4857,derives,100569,FALSE
500570,2025-10-16T08:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_6868,Glue,Glue_Job_018,Glue_Job_018_table_3728,derives,100570,FALSE
500571,2025-10-16T08:00:00,Glue,Glue_Job_015,Glue_Job_015_table_0710,PostgreSQL,Shipping,Shipping_table_2972,derives,100571,FALSE
500572,2025-10-16T08:00:00,OnPrem,OnPrem_Srv_05,OnPrem_Srv_05_table_5414,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_5775,derives,100572,FALSE
500573,2025-10-16T08:00:00,PostgreSQL,Catalog,Catalog_table_5950,OnPrem,OnPrem_Srv_07,OnPrem_Srv_07_table_3291,copies,100573,FALSE
500574,2025-10-16T08:00:00,DataWarehouse,Mart,Mart_table_9204,Qlik,Qlik_App_06,Qlik_App_06_table_2127,copies,100574,TRUE
500575,2025-10-16T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_2568,OnPrem,OnPrem_Srv_04,OnPrem_Srv_04_table_3124,derives,100575,FALSE
500576,2025-10-16T08:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_6095,Glue,Glue_Job_018,Glue_Job_018_table_3682,joins,100576,FALSE
500577,2025-10-16T08:00:00,Qlik,Qlik_App_03,Qlik_App_03_table_5328,PostgreSQL,Customers,Customers_table_1287,derives,100577,FALSE
500578,2025-10-16T08:00:00,DataWarehouse,Mart,Mart_table_3784,PostgreSQL,Auth,Auth_table_9082,copies,100578,TRUE
500579,2025-10-16T08:00:00,Qlik,Qlik_App_10,Qlik_App_10_table_2766,Glue,Glue_Job_014,Glue_Job_014_table_2818,copies,100579,FALSE
500580,2025-10-16T08:00:00,PostgreSQL,Shipping,Shipping_table_1108,BigData,Spark_Cluster_C,Spark_Cluster_C_table_0300,aggregates,100580,FALSE
500581,2025-10-16T16:00:00,BigData,Hadoop_Cluster_B,Hadoop_Cluster_B_table_8807,OnPrem,OnPrem_Srv_02,OnPrem_Srv_02_table_0245,joins,100581,FALSE
500582,2025-10-16T16:00:00,PostgreSQL,Promotions,Promotions_table_8370,Qlik,Qlik_App_07,Qlik_App_07_table_2616,derives,100582,TRUE
500583,2025-10-16T16:00:00,PostgreSQL,Customers,Customers_table_5931,PostgreSQL,Shipping,Shipping_table_7001,derives,100583,TRUE
500584,2025-10-16T16:00:00,DataWarehouse,Mart,Mart_table_4298,OnPrem,OnPrem_Srv_09,OnPrem_Srv_09_table_4560,copies,100584,FALSE
500585,2025-10-16T16:00:00,DataWarehouse,Mart,Mart_table_5762,BigData,Hadoop_Cluster_A,Hadoop_Cluster_A_table_8763,copies,100585,FALSE
500586,2025-10-16T16:00:00,DataWarehouse,Core,Core_table_9237,PostgreSQL,Analytics,Analytics_table_7062,copies,100586,FALSE
500587,2025-10-16T16:00:00,PostgreSQL,Suppliers,Suppliers_table_5644,OnPrem,OnPrem_Srv_10,OnPrem_Srv_10_table_7411,copies,100587,FALSE
500588,2025-10-16T16:00:00,Qlik,Qlik_App_04,Qlik_App_04_table_7705,DataWarehouse,Core,Core_table_5572,aggregates,100588,FALSE
500589,2025-10-16T16:00:00,PostgreSQL,Audit,Audit_table_5895,Qlik,Qlik_App_03,Qlik_App_03_table_6279,copies,100589,FALSE
